#,Lens ID,Jurisdiction,Publication Date,Publication Year,Title,Abstract,Applicants,Inventors,URL
109,086-355-832-293-567,CN,2024-06-14,2024,Solid-state electrolyte and solid-state battery,"The invention discloses a solid-state electrolyte and a solid-state battery, the solid-state electrolyte is of a layered structure, and the solid-state electrolyte comprises a polymer electrolyte layer and an inorganic oxide electrolyte layer; the polymer electrolyte layer comprises a support body and an electrolyte material adsorbed in the support body; the inorganic oxide electrolyte layer comprises an inorganic oxide filler of which the surface is coated with an electrolyte material, or a composition of the inorganic oxide filler of which the surface is coated with the electrolyte material and the inorganic oxide filler; the preparation raw materials of the electrolyte material comprise a polymeric monomer, a lithium salt, an ionic liquid and a solvent, the electrolyte material comprises a polymer, and the polymer is prepared from a polymeric monomer and a lithium salt through an in-situ polymerization reaction. The solid electrolyte provided by the invention has relatively high lithium ion conductivity and energy density, excellent electrochemical stability and relatively high safety, and can have relatively stable cycle performance under high current density.",UNIV HONG KONG SCIENCE & TECH,ZHAO TIANSHOU;;LI JIN;;SUN JING,https://lens.org/086-355-832-293-567
110,095-847-598-640-774,CN,2019-08-06,2019,Solid state electrolyte and solid state battery,"A solid state electrolyte having a garnet type crystal structure is provided. The chemical composition of the solid state electrolyte includes lithium, lanthanum, zirconium, oxygen, and sulfur. The content of sulfur in the solid state electrolyte is between 5 mol % and 35 mol % based on the content of oxygen in the solid state electrolyte. A solid state battery including a positive electrode layer, a negative electrode layer, and a solid state electrolyte layer is also provided. The solid state electrolyte layer is disposed between the positive electrode layer and the negative electrode layer.The solid state electrolyte layer includes the solid state electrolyte.",INDUSTRIAL TECH RESEARCH INSTITUTE OF TAIWAN,LIU CHIA-ERH;;LIAO SHIH-CHIEH;;YU SHU-GHUN;;CHEN JIN-MING,https://lens.org/095-847-598-640-774
111,095-945-488-715-463,CN,2021-12-10,2021,Solid-state electrolyte and solid-state battery containing solid-state electrolyte,"The invention discloses a solid-state electrolyte and a solid-state battery containing the solid-state electrolyte. A three-channel electrostatic spinning technology is adopted, a phase-change material is taken as a core, a polymer material is taken as a framework, and an accelerating ion conductor is cooperatively added, so that more lithium ion transmission sites are constructed while the mechanical property of the solid-state electrolyte is improved, and the ionic conductivity is improved by adding fast ion conductor materials such as lithium, magnesium and sodium salt. The prepared solid electrolyte has ultrahigh ionic conductivity, and meanwhile, the heat accumulation in the battery is relieved from the source, so that the intrinsic safety of the lithium ion battery is improved; and meanwhile, a fast ion conductor is added to weaken the influence of the phase change material on the ionic conductivity of the solid electrolyte. The solid electrolyte material provided by the invention solves the problem of poor interface contact between the solid electrolyte and an electrode, and simultaneously endows the solid electrolyte with excellent temperature absorption and temperature regulation performance.",ZHUHAI COSMX BATTERY CO LTD,DONG DERUI;;ZHAO WEI;;ZHANG ZHAOSHUAI;;LI SULI,https://lens.org/095-945-488-715-463
112,113-829-829-745-699,US,2022-09-01,2022,ELECTROLYTE FOR A SOLID-STATE BATTERY,"Electrolyte for a solid-state battery includes a body having grains of inorganic material sintered to one another, where the grains include lithium. The body is thin, has little porosity by volume, and has high ionic conductivity.",CORNING INC,BADDING MICHAEL EDWARD;;BROWN JACQUELINE LESLIE;;HEINE JENNIFER ANELLA;;KETCHAM THOMAS DALE;;MERZ GARY EDWARD;;MILLER ERIC LEE;;SONG ZHEN;;TANNER CAMERON WAYNE;;WALSH CONOR JAMES,https://lens.org/113-829-829-745-699
113,121-542-874-745-067,US,2020-03-03,2020,Electrolyte for a solid-state battery,"Electrolyte for a solid-state battery includes a body having grains of inorganic material sintered to one another, where the grains include lithium. The body is thin, has little porosity by volume, and has high ionic conductivity.",CORNING INC,BADDING MICHAEL EDWARD;;BROWN JACQUELINE LESLIE;;HEINE JENNIFER ANELLA;;KETCHAM THOMAS DALE;;MERZ GARY EDWARD;;MILLER ERIC LEE;;SONG ZHEN;;TANNER CAMERON WAYNE;;WALSH CONOR JAMES,https://lens.org/121-542-874-745-067
114,145-685-408-653-711,US,2021-01-07,2021,"SOLID ELECTROLYTE MATERIAL FOR SOLID STATE BATTERIES, SOLID ELECTROLYTE AND SOLID STATE BATTERY",The disclosure is also related to a solid electrolyte comprising the solid electrolyte material and a solid state battery comprising the solid electrolyte.,TOYOTA MOTOR EUROPE,KATOH YUKI;;HAUTIER GEOFFROY;;DISTEFANO DAVIDE;;FILINCHUK YAROSLAV,https://lens.org/145-685-408-653-711
115,147-202-116-511-694,JP,2019-08-08,2019,SOLID ELECTROLYTE AND SOLID STATE BATTERY,"To provide a solid electrolyte having excellent conductivity and a solid state battery including the solid electrolyte.SOLUTION: A solid electrolyte has a garnet-type crystal structure. The chemical composition of the solid electrolyte includes lithium, lanthanum, zirconium, oxygen, and sulfur. The sulfur content in the solid electrolyte is between 5 mol% and 35 mol% with respect to the oxygen content in the solid electrolyte. The solid state battery includes a positive electrode layer, a negative electrode layer, and a solid electrolyte layer. The solid electrolyte layer is disposed between the positive electrode layer and the negative electrode layer. The solid electrolyte layer includes the solid electrolyte.SELECTED DRAWING: Figure 1",IND TECH RES INST,LIU CHIA-ERH;;LIAO SHIH-CHIEH;;YU SHU-CHUN;;CHEN JIN-MING,https://lens.org/147-202-116-511-694
116,157-708-161-765-301,US,2024-07-16,2024,"Solid electrolyte material for solid state batteries, solid electrolyte and solid state battery","A solid electrolyte material for a solid state battery (10) having the following chemical formula XM2(PS4)3, where P is phosphorus, S is sulfur and X is lithium (Li), sodium (Na), silver (Ag) or magnesium (Mg0.5) and M is titanium (Ti), zirconium (Zr), germanium (Ge), silicon (Si), tin (Sn) or a mixture of X and aluminium (X+Al) and exhibiting peaks in positions of 2θ=13,64° (±1°), 16,48° (±1°) and 22,18° (±1°) in a X-ray diffraction measurement using CuKα line, where IA is the intensity in arbitrary units of the peak at 13,64° (±1°) and IB is the intensity in arbitrary units of a peak at 23,34° (±1°), (IA−IB)/(IA+IB)>0.The disclosure is also related to a solid electrolyte comprising the solid electrolyte material and a solid state battery comprising the solid electrolyte.",TOYOTA MOTOR EUROPE,KATOH YUKI;;HAUTIER GEOFFROY;;DISTEFANO DAVIDE;;FILINCHUK YAROSLAV,https://lens.org/157-708-161-765-301
117,165-652-289-610-587,US,2021-08-03,2021,Solid state electrolyte and solid state battery,"A solid state electrolyte having a garnet type crystal structure is provided. The chemical composition of the solid state electrolyte includes lithium, lanthanum, zirconium, oxygen, and sulfur. The content of sulfur in the solid state electrolyte is between 5 mol % and 35 mol % based on the content of oxygen in the solid state electrolyte. A solid state battery including a positive electrode layer, a negative electrode layer, and a solid state electrolyte layer is also provided. The solid state electrolyte layer is disposed between the positive electrode layer and the negative electrode layer. The solid state electrolyte layer includes the solid state electrolyte.",IND TECH RES INST,LIU CHIA-ERH;;LIAO SHIH-CHIEH;;YU SHU-GHUN;;CHEN JIN-MING,https://lens.org/165-652-289-610-587
118,166-401-655-450-342,US,2019-08-01,2019,SOLID STATE ELECTROLYTE AND SOLID STATE BATTERY,"A solid state electrolyte having a garnet type crystal structure is provided. The chemical composition of the solid state electrolyte includes lithium, lanthanum, zirconium, oxygen, and sulfur. The content of sulfur in the solid state electrolyte is between 5 mol % and 35 mol % based on the content of oxygen in the solid state electrolyte. A solid state battery including a positive electrode layer, a negative electrode layer, and a solid state electrolyte layer is also provided. The solid state electrolyte layer is disposed between the positive electrode layer and the negative electrode layer. The solid state electrolyte layer includes the solid state electrolyte.",IND TECH RES INST,LIU CHIA-ERH;;LIAO SHIH-CHIEH;;YU SHU-GHUN;;CHEN JIN-MING,https://lens.org/166-401-655-450-342
